DATA,,,,,,,,,
key,data,,,,,,,,
token_name,Maps.me,,,,,,,,
token_symbol,MAPS,,,,,,,,
start_date,44531,,,,,,,,
start_tokens,10000000000,,,,,,,,
emission_schedule,1D,,,,,,,,
emission_type,linear_unlock,,,,,,,,
emission_incentive,,,,,,,,,
DISTRIBUTION,,,,,,,,,
entity,Private Sale,IEO and Initial Liquidity,Serum Community Fund,MAPS Community Fund,Liquidity & Token Growth,Ecosystem Partners,Project Builders,Technology & Product,Ecosystem Growth & Marketing
t071,0,5,1.5,2,0,0,0,0,1.5
t072,0,5,1.5,2,0,0,0,0,1.5
t073,0,5,1.5,2,0,0,0,0,1.5
t074,0,5,1.5,2,0,0,0,0,1.5
t075,0,5,1.5,2,0,0,0,0,1.5
t076,0,5,1.5,2,0,0,0,0,1.5
t077,0,5,1.5,2,0,0,0,0,1.5
t078,0,5,1.5,2,0,0,0,0,1.5
t079,0,5,1.5,2,0,0,0,0,1.5
t080,0,5,1.5,2,0,0,0,0,1.5
t081,0,5,1.5,2,0,0,0,0,1.5
t082,0,5,1.5,2,0,0,0,0,1.5
t083,0,5,1.5,2,0,0,0,0,1.5
t084,0,5,1.5,2,0,0,0,0,1.5
t085,0,5,1.5,2,0,0,0,0,1.5
t086,0,5,1.5,2,0,0,0,0,1.5
t087,0,5,1.5,2,0,0,0,0,1.5
t088,0,5,1.5,2,0,0,0,0,1.5
t089,0,5,1.5,2,0,0,0,0,1.5
t090,0,5,1.5,2,0,0,0,0,1.5
t091,0,5,1.5,2,0,0,0,0,1.5
t092,0,5,1.5,2,0,0,0,0,1.5
t093,0,5,1.5,2,0,0,0,0,1.5
t094,0,5,1.5,2,0,0,0,0,1.5
t095,0,5,1.5,2,0,0,0,0,1.5
t096,0,5,1.5,2,0,0,0,0,1.5
t097,0,5,1.5,2,0,0,0,0,1.5
t098,0,5,1.5,2,0,0,0,0,1.5
t099,0,5,1.5,2,0,0,0,0,1.5
t100,0,5,1.5,2,0,0,0,0,1.5
t101,0,5,1.5,2,0,0,0,0,1.5
t102,0,5,1.5,2,0,0,0,0,1.5
t103,0,5,1.5,2,0,0,0,0,1.5
t104,0,5,1.5,2,0,0,0,0,1.5
t105,0,5,1.5,2,0,0,0,0,1.5
t106,0,5,1.5,2,0,0,0,0,1.5
t107,0,5,1.5,2,0,0,0,0,1.5
t108,0,5,1.5,2,0,0,0,0,1.5
t109,0,5,1.5,2,0,0,0,0,1.5
t110,0,5,1.5,2,0,0,0,0,1.5
t111,0,5,1.5,2,0,0,0,0,1.5
t112,0,5,1.5,2,0,0,0,0,1.5
t113,0,5,1.5,2,0,0,0,0,1.5
t114,0,5,1.5,2,0,0,0,0,1.5
t115,0,5,1.5,2,0,0,0,0,1.5
t116,0,5,1.5,2,0,0,0,0,1.5
t117,0,5,1.5,2,0,0,0,0,1.5
t118,0,5,1.5,2,0,0,0,0,1.5
t119,0,5,1.5,2,0,0,0,0,1.5
t120,0,5,1.5,2,0,0,0,0,1.5
t121,0,5,1.5,2,0,0,0,0,1.5
t122,0,5,1.5,2,0,0,0,0,1.5
t123,0,5,1.5,2,0,0,0,0,1.5
t124,0,5,1.5,2,0,0,0,0,1.5
t125,0,5,1.5,2,0,0,0,0,1.5
t126,0,5,1.5,2,0,0,0,0,1.5
t127,0,5,1.5,2,0,0,0,0,1.5
t128,0,5,1.5,2,0,0,0,0,1.5
t129,0,5,1.5,2,0,0,0,0,1.5
t130,0,5,1.5,2,0,0,0,0,1.5
t131,0,5,1.5,2,0,0,0,0,1.5
t132,0,5,1.5,2,0,0,0,0,1.5
t133,0,5,1.5,2,0,0,0,0,1.5
t134,0,5,1.5,2,0,0,0,0,1.5
t135,0,5,1.5,2,0,0,0,0,1.5
t136,0,5,1.5,2,0,0,0,0,1.5
t137,0,5,1.5,2,0,0,0,0,1.5
t138,0,5,1.5,2,0,0,0,0,1.5
t139,0,5,1.5,2,0,0,0,0,1.5
t140,0,5,1.5,2,0,0,0,0,1.5
t141,0,5,1.5,2,0,0,0,0,1.5
t142,0,5,1.5,2,0,0,0,0,1.5
t143,0,5,1.5,2,0,0,0,0,1.5
t144,0,5,1.5,2,0,0,0,0,1.5
t145,0,5,1.5,2,0,0,0,0,1.5
t146,0,5,1.5,2,0,0,0,0,1.5
t147,0,5,1.5,2,0,0,0,0,1.5
t148,0,5,1.5,2,0,0,0,0,1.5
t149,0,5,1.5,2,0,0,0,0,1.5
t150,0,5,1.5,2,0,0,0,0,1.5
t151,0,5,1.5,2,0,0,0,0,1.5
t152,0,5,1.5,2,0,0,0,0,1.5
t153,0,5,1.5,2,0,0,0,0,1.5
t154,0,5,1.5,2,0,0,0,0,1.5
t155,0,5,1.5,2,0,0,0,0,1.5
t156,0,5,1.5,2,0,0,0,0,1.5
t157,0,5,1.5,2,0,0,0,0,1.5
t158,0,5,1.5,2,0,0,0,0,1.5
t159,0,5,1.5,2,0,0,0,0,1.5
t160,0,5,1.5,2,0,0,0,0,1.5
t161,0,5,1.5,2,0,0,0,0,1.5
t162,0,5,1.5,2,0,0,0,0,1.5
t163,0,5,1.5,2,0,0,0,0,1.5
t164,0,5,1.5,2,0,0,0,0,1.5
t165,0,5,1.5,2,0,0,0,0,1.5
t166,0,5,1.5,2,0,0,0,0,1.5
t167,0,5,1.5,2,0,0,0,0,1.5
t168,0,5,1.5,2,0,0,0,0,1.5
t169,0,5,1.5,2,0,0,0,0,1.5
t170,0,5,1.5,2,0,0,0,0,1.5
t171,0,5,1.5,2,0,0,0,0,1.5
t172,0,5,1.5,2,0,0,0,0,1.5
t173,0,5,1.5,2,0,0,0,0,1.5
t174,0,5,1.5,2,0,0,0,0,1.5
t175,0,5,1.5,2,0,0,0,0,1.5
t176,0,5,1.5,2,0,0,0,0,1.5
t177,0,5,1.5,2,0,0,0,0,1.5
t178,0,5,1.5,2,0,0,0,0,1.5
t179,0,5,1.5,2,0,0,0,0,1.5
t180,0,5,1.5,2,0,0,0,0,1.5
t181,0,5,1.5,2,0,0,0,0,1.5
t182,0,5,1.5,2,0,0,0,0,1.5
t183,0,5,1.5,2,0,0,0,0,1.5
t184,0,5,1.5,2,0,0,0,0,1.5
t185,0,5,1.5,2,0,0,0,0,1.5
t186,0,5,1.5,2,0,0,0,0,1.5
t187,0,5,1.5,2,0,0,0,0,1.5
t188,0,5,1.5,2,0,0,0,0,1.5
t189,0,5,1.5,2,0,0,0,0,1.5
t190,0,5,1.5,2,0,0,0,0,1.5
t191,0,5,1.5,2,0,0,0,0,1.5
t192,0,5,1.5,2,0,0,0,0,1.5
t193,0,5,1.5,2,0,0,0,0,1.5
t194,0,5,1.5,2,0,0,0,0,1.5
t195,0,5,1.5,2,0,0,0,0,1.5
t196,0,5,1.5,2,0,0,0,0,1.5
t197,0,5,1.5,2,0,0,0,0,1.5
t198,0,5,1.5,2,0,0,0,0,1.5
t199,0,5,1.5,2,0,0,0,0,1.5
t200,0,5,1.5,2,0,0,0,0,1.5
t201,0,5,1.5,2,0,0,0,0,1.5
t202,0,5,1.5,2,0,0,0,0,1.5
t203,0,5,1.5,2,0,0,0,0,1.5
t204,0,5,1.5,2,0,0,0,0,1.5
t205,0,5,1.5,2,0,0,0,0,1.5
t206,0,5,1.5,2,0,0,0,0,1.5
t207,0,5,1.5,2,0,0,0,0,1.5
t208,0,5,1.5,2,0,0,0,0,1.5
t209,0,5,1.5,2,0,0,0,0,1.5
t210,0,5,1.5,2,0,0,0,0,1.5
t211,0,5,1.5,2,0,0,0,0,1.5
t212,0,5,1.5,2,0,0,0,0,1.5
t213,0,5,1.5,2,0,0,0,0,1.5
t214,0,5,1.5,2,0,0,0,0,1.5
t215,0,5,1.5,2,0,0,0,0,1.5
t216,0,5,1.5,2,0,0,0,0,1.5
t217,0,5,1.5,2,0,0,0,0,1.5
t218,0,5,1.5,2,0,0,0,0,1.5
t219,0,5,1.5,2,0,0,0,0,1.5
t220,0,5,1.5,2,0,0,0,0,1.5
t221,0,5,1.5,2,0,0,0,0,1.5
t222,0,5,1.5,2,0,0,0,0,1.5
t223,0,5,1.5,2,0,0,0,0,1.5
t224,0,5,1.5,2,0,0,0,0,1.5
t225,0,5,1.5,2,0,0,0,0,1.5
t226,0,5,1.5,2,0,0,0,0,1.5
t227,0,5,1.5,2,0,0,0,0,1.5
t228,0,5,1.5,2,0,0,0,0,1.5
t229,0,5,1.5,2,0,0,0,0,1.5
t230,0,5,1.5,2,0,0,0,0,1.5
t231,0,5,1.5,2,0,0,0,0,1.5
t232,0,5,1.5,2,0,0,0,0,1.5
t233,0,5,1.5,2,0,0,0,0,1.5
t234,0,5,1.5,2,0,0,0,0,1.5
t235,0,5,1.5,2,0,0,0,0,1.5
t236,0,5,1.5,2,0,0,0,0,1.5
t237,0,5,1.5,2,0,0,0,0,1.5
t238,0,5,1.5,2,0,0,0,0,1.5
t239,0,5,1.5,2,0,0,0,0,1.5
t240,0,5,1.5,2,0,0,0,0,1.5
t241,0,5,1.5,2,0,0,0,0,1.5
t242,0,5,1.5,2,0,0,0,0,1.5
t243,0,5,1.5,2,0,0,0,0,1.5
t244,0,5,1.5,2,0,0,0,0,1.5
t245,0,5,1.5,2,0,0,0,0,1.5
t246,0,5,1.5,2,0,0,0,0,1.5
t247,0,5,1.5,2,0,0,0,0,1.5
t248,0,5,1.5,2,0,0,0,0,1.5
t249,0,5,1.5,2,0,0,0,0,1.5
t250,0,5,1.5,2,0,0,0,0,1.5
t251,0,5,1.5,2,0,0,0,0,1.5
t252,0,5,1.5,2,0,0,0,0,1.5
t253,0,5,1.5,2,0,0,0,0,1.5
t254,0,5,1.5,2,0,0,0,0,1.5
t255,0,5,1.5,2,0,0,0,0,1.5
t256,0,5,1.5,2,0,0,0,0,1.5
t257,0,5,1.5,2,0,0,0,0,1.5
t258,0,5,1.5,2,0,0,0,0,1.5
t259,0,5,1.5,2,0,0,0,0,1.5
t260,0,5,1.5,2,0,0,0,0,1.5
t261,0,5,1.5,2,0,0,0,0,1.5
t262,0,5,1.5,2,0,0,0,0,1.5
t263,0,5,1.5,2,0,0,0,0,1.5
t264,0,5,1.5,2,0,0,0,0,1.5
t265,0,5,1.5,2,0,0,0,0,1.5
t266,0,5,1.5,2,0,0,0,0,1.5
t267,0,5,1.5,2,0,0,0,0,1.5
t268,0,5,1.5,2,0,0,0,0,1.5
t269,0,5,1.5,2,0,0,0,0,1.5
t270,0,5,1.5,2,0,0,0,0,1.5
t271,0,5,1.5,2,0,0,0,0,1.5
t272,0,5,1.5,2,0,0,0,0,1.5
t273,0,5,1.5,2,0,0,0,0,1.5
t274,0,5,1.5,2,0,0,0,0,1.5
t275,0,5,1.5,2,0,0,0,0,1.5
t276,0,5,1.5,2,0,0,0,0,1.5
t277,0,5,1.5,2,0,0,0,0,1.5
t278,0,5,1.5,2,0,0,0,0,1.5
t279,0,5,1.5,2,0,0,0,0,1.5
t280,0,5,1.5,2,0,0,0,0,1.5
t281,0,5,1.5,2,0,0,0,0,1.5
t282,0,5,1.5,2,0,0,0,0,1.5
t283,0,5,1.5,2,0,0,0,0,1.5
t284,0,5,1.5,2,0,0,0,0,1.5
t285,0,5,1.5,2,0,0,0,0,1.5
t286,0,5,1.5,2,0,0,0,0,1.5
t287,0,5,1.5,2,0,0,0,0,1.5
t288,0,5,1.5,2,0,0,0,0,1.5
t289,0,5,1.5,2,0,0,0,0,1.5
t290,0,5,1.5,2,0,0,0,0,1.5
t291,0,5,1.5,2,0,0,0,0,1.5
t292,0,5,1.5,2,0,0,0,0,1.5
t293,0,5,1.5,2,0,0,0,0,1.5
t294,0,5,1.5,2,0,0,0,0,1.5
t295,0,5,1.5,2,0,0,0,0,1.5
t296,0,5,1.5,2,0,0,0,0,1.5
t297,0,5,1.5,2,0,0,0,0,1.5
t298,0,5,1.5,2,0,0,0,0,1.5
t299,0,5,1.5,2,0,0,0,0,1.5
t300,0,5,1.5,2,0,0,0,0,1.5
t301,0,5,1.5,2,0,0,0,0,1.5
t302,0,5,1.5,2,0,0,0,0,1.5
t303,0,5,1.5,2,0,0,0,0,1.5
t304,0,5,1.5,2,0,0,0,0,1.5
t305,0,5,1.5,2,0,0,0,0,1.5
t306,0,5,1.5,2,0,0,0,0,1.5
t307,0,5,1.5,2,0,0,0,0,1.5
t308,0,5,1.5,2,0,0,0,0,1.5
t309,0,5,1.5,2,0,0,0,0,1.5
t310,0,5,1.5,2,0,0,0,0,1.5
t311,0,5,1.5,2,0,0,0,0,1.5
t312,0,5,1.5,2,0,0,0,0,1.5
t313,0,5,1.5,2,0,0,0,0,1.5
t314,0,5,1.5,2,0,0,0,0,1.5
t315,0,5,1.5,2,0,0,0,0,1.5
t316,0,5,1.5,2,0,0,0,0,1.5
t317,0,5,1.5,2,0,0,0,0,1.5
t318,0,5,1.5,2,0,0,0,0,1.5
t319,0,5,1.5,2,0,0,0,0,1.5
t320,0,5,1.5,2,0,0,0,0,1.5
t321,0,5,1.5,2,0,0,0,0,1.5
t322,0,5,1.5,2,0,0,0,0,1.5
t323,0,5,1.5,2,0,0,0,0,1.5
t324,0,5,1.5,2,0,0,0,0,1.5
t325,0,5,1.5,2,0,0,0,0,1.5
t326,0,5,1.5,2,0,0,0,0,1.5
t327,0,5,1.5,2,0,0,0,0,1.5
t328,0,5,1.5,2,0,0,0,0,1.5
t329,0,5,1.5,2,0,0,0,0,1.5
t330,0,5,1.5,2,0,0,0,0,1.5
t331,0,5,1.5,2,0,0,0,0,1.5
t332,0,5,1.5,2,0,0,0,0,1.5
t333,0,5,1.5,2,0,0,0,0,1.5
t334,0,5,1.5,2,0,0,0,0,1.5
t335,0,5,1.5,2,0,0,0,0,1.5
t336,0,5,1.5,2,0,0,0,0,1.5
t337,0,5,1.5,2,0,0,0,0,1.5
t338,0,5,1.5,2,0,0,0,0,1.5
t339,0,5,1.5,2,0,0,0,0,1.5
t340,0,5,1.5,2,0,0,0,0,1.5
t341,0,5,1.5,2,0,0,0,0,1.5
t342,0,5,1.5,2,0,0,0,0,1.5
t343,0,5,1.5,2,0,0,0,0,1.5
t344,0,5,1.5,2,0,0,0,0,1.5
t345,0,5,1.5,2,0,0,0,0,1.5
t346,0,5,1.5,2,0,0,0,0,1.5
t347,0,5,1.5,2,0,0,0,0,1.5
t348,0,5,1.5,2,0,0,0,0,1.5
t349,0,5,1.5,2,0,0,0,0,1.5
t350,0,5,1.5,2,0,0,0,0,1.5
t351,0,5,1.5,2,0,0,0,0,1.5
t352,0,5,1.5,2,0,0,0,0,1.5
t353,0,5,1.5,2,0,0,0,0,1.5
t354,0,5,1.5,2,0,0,0,0,1.5
t355,0,5,1.5,2,0,0,0,0,1.5
t356,0,5,1.5,2,0,0,0,0,1.5
t357,0,5,1.5,2,0,0,0,0,1.5
t358,0,5,1.5,2,0,0,0,0,1.5
t359,0,5,1.5,2,0,0,0,0,1.5
t360,0,5,1.5,2,0,0,0,0,1.5
t361,0,5,1.5,2,0,0,0,0,1.5
t362,0,5,1.5,2,0,0,0,0,1.5
t363,0,5,1.5,2,0,0,0,0,1.5
t364,0,5,1.5,2,0,0,0,0,1.5
t365,0,5,1.5,2,0,0,0,0,1.5
t366,0.002,5,1.508,2.008,0.002,0.005,0.007,0.005,1.504
t367,0.005,5,1.517,2.016,0.005,0.009,0.014,0.009,1.508
t368,0.007,5,1.525,2.025,0.007,0.014,0.021,0.014,1.512
t369,0.009,5,1.534,2.033,0.009,0.018,0.027,0.018,1.516
t370,0.011,5,1.542,2.041,0.011,0.023,0.034,0.023,1.519
t371,0.014,5,1.551,2.049,0.014,0.027,0.041,0.027,1.523
t372,0.016,5,1.559,2.057,0.016,0.032,0.048,0.032,1.527
t373,0.018,5,1.568,2.066,0.018,0.036,0.055,0.036,1.531
t374,0.021,5,1.576,2.074,0.021,0.041,0.062,0.041,1.535
t375,0.023,5,1.584,2.082,0.023,0.046,0.068,0.046,1.539
t376,0.025,5,1.593,2.09,0.025,0.05,0.075,0.05,1.543
t377,0.027,5,1.601,2.099,0.027,0.055,0.082,0.055,1.547
t378,0.03,5,1.61,2.107,0.03,0.059,0.089,0.059,1.55
t379,0.032,5,1.618,2.115,0.032,0.064,0.096,0.064,1.554
t380,0.034,5,1.627,2.123,0.034,0.068,0.103,0.068,1.558
t381,0.036,5,1.635,2.131,0.036,0.073,0.109,0.073,1.562
t382,0.039,5,1.643,2.14,0.039,0.078,0.116,0.078,1.566
t383,0.041,5,1.652,2.148,0.041,0.082,0.123,0.082,1.57
t384,0.043,5,1.66,2.156,0.043,0.087,0.13,0.087,1.574
t385,0.046,5,1.669,2.164,0.046,0.091,0.137,0.091,1.578
t386,0.048,5,1.677,2.172,0.048,0.096,0.144,0.096,1.581
t387,0.05,5,1.686,2.181,0.05,0.1,0.151,0.1,1.585
t388,0.052,5,1.694,2.189,0.052,0.105,0.157,0.105,1.589
t389,0.055,5,1.703,2.197,0.055,0.109,0.164,0.109,1.593
t390,0.057,5,1.711,2.205,0.057,0.114,0.171,0.114,1.597
t391,0.059,5,1.719,2.214,0.059,0.119,0.178,0.119,1.601
t392,0.062,5,1.728,2.222,0.062,0.123,0.185,0.123,1.605
t393,0.064,5,1.736,2.23,0.064,0.128,0.192,0.128,1.609
t394,0.066,5,1.745,2.238,0.066,0.132,0.198,0.132,1.612
t395,0.068,5,1.753,2.246,0.068,0.137,0.205,0.137,1.616
t396,0.071,5,1.762,2.255,0.071,0.141,0.212,0.141,1.62
t397,0.073,5,1.77,2.263,0.073,0.146,0.219,0.146,1.624
t398,0.075,5,1.779,2.271,0.075,0.151,0.226,0.151,1.628
t399,0.078,5,1.787,2.279,0.078,0.155,0.233,0.155,1.632
t400,0.08,5,1.795,2.287,0.08,0.16,0.24,0.16,1.636
t401,0.082,5,1.804,2.296,0.082,0.164,0.246,0.164,1.64
t402,0.084,5,1.812,2.304,0.084,0.169,0.253,0.169,1.643
t403,0.087,5,1.821,2.312,0.087,0.173,0.26,0.173,1.647
t404,0.089,5,1.829,2.32,0.089,0.178,0.267,0.178,1.651
t405,0.091,5,1.838,2.328,0.091,0.182,0.274,0.182,1.655
t406,0.094,5,1.846,2.337,0.094,0.187,0.281,0.187,1.659
t407,0.096,5,1.854,2.345,0.096,0.192,0.287,0.192,1.663
t408,0.098,5,1.863,2.353,0.098,0.196,0.294,0.196,1.667
t409,0.1,5,1.871,2.361,0.1,0.201,0.301,0.201,1.671
t410,0.103,5,1.88,2.37,0.103,0.205,0.308,0.205,1.674
t411,0.105,5,1.888,2.378,0.105,0.21,0.315,0.21,1.678
t412,0.107,5,1.897,2.386,0.107,0.214,0.322,0.214,1.682
t413,0.109,5,1.905,2.394,0.109,0.219,0.328,0.219,1.686
t414,0.112,5,1.914,2.402,0.112,0.224,0.335,0.224,1.69
t415,0.114,5,1.922,2.411,0.114,0.228,0.342,0.228,1.694
t416,0.116,5,1.93,2.419,0.116,0.233,0.349,0.233,1.698
t417,0.119,5,1.939,2.427,0.119,0.237,0.356,0.237,1.702
t418,0.121,5,1.947,2.435,0.121,0.242,0.363,0.242,1.706
t419,0.123,5,1.956,2.443,0.123,0.246,0.37,0.246,1.709
t420,0.125,5,1.964,2.452,0.125,0.251,0.376,0.251,1.713
t421,0.128,5,1.973,2.46,0.128,0.255,0.383,0.255,1.717
t422,0.13,5,1.981,2.468,0.13,0.26,0.39,0.26,1.721
t423,0.132,5,1.99,2.476,0.132,0.265,0.397,0.265,1.725
t424,0.135,5,1.998,2.484,0.135,0.269,0.404,0.269,1.729
t425,0.137,5,2.006,2.493,0.137,0.274,0.411,0.274,1.733
t426,0.139,5,2.015,2.501,0.139,0.278,0.417,0.278,1.737
t427,0.141,5,2.023,2.509,0.141,0.283,0.424,0.283,1.74
t428,0.144,5,2.032,2.517,0.144,0.287,0.431,0.287,1.744
t429,0.146,5,2.04,2.526,0.146,0.292,0.438,0.292,1.748
t430,0.148,5,2.049,2.534,0.148,0.297,0.445,0.297,1.752
t431,0.151,5,2.057,2.542,0.151,0.301,0.452,0.301,1.756
t432,0.153,5,2.065,2.55,0.153,0.306,0.458,0.306,1.76
t433,0.155,5,2.074,2.558,0.155,0.31,0.465,0.31,1.764
t434,0.157,5,2.082,2.567,0.157,0.315,0.472,0.315,1.768
t435,0.16,5,2.091,2.575,0.16,0.319,0.479,0.319,1.771
t436,0.162,5,2.099,2.583,0.162,0.324,0.486,0.324,1.775
t437,0.164,5,2.108,2.591,0.164,0.328,0.493,0.328,1.779
t438,0.167,5,2.116,2.599,0.167,0.333,0.5,0.333,1.783
t439,0.169,5,2.125,2.608,0.169,0.338,0.506,0.338,1.787
t440,0.171,5,2.133,2.616,0.171,0.342,0.513,0.342,1.791
t441,0.173,5,2.141,2.624,0.173,0.347,0.52,0.347,1.795
t442,0.176,5,2.15,2.632,0.176,0.351,0.527,0.351,1.799
t443,0.178,5,2.158,2.641,0.178,0.356,0.534,0.356,1.802
t444,0.18,5,2.167,2.649,0.18,0.36,0.541,0.36,1.806
t445,0.182,5,2.175,2.657,0.182,0.365,0.547,0.365,1.81
t446,0.185,5,2.184,2.665,0.185,0.37,0.554,0.37,1.814
t447,0.187,5,2.192,2.673,0.187,0.374,0.561,0.374,1.818
t448,0.189,5,2.201,2.682,0.189,0.379,0.568,0.379,1.822
t449,0.192,5,2.209,2.69,0.192,0.383,0.575,0.383,1.826
t450,0.194,5,2.217,2.698,0.194,0.388,0.582,0.388,1.83
t451,0.196,5,2.226,2.706,0.196,0.392,0.589,0.392,1.833
t452,0.198,5,2.234,2.714,0.198,0.397,0.595,0.397,1.837
t453,0.201,5,2.243,2.723,0.201,0.401,0.602,0.401,1.841
t454,0.203,5,2.251,2.731,0.203,0.406,0.609,0.406,1.845
t455,0.205,5,2.26,2.739,0.205,0.411,0.616,0.411,1.849
t456,0.208,5,2.268,2.747,0.208,0.415,0.623,0.415,1.853
t457,0.21,5,2.276,2.755,0.21,0.42,0.63,0.42,1.857
t458,0.212,5,2.285,2.764,0.212,0.424,0.636,0.424,1.861
t459,0.214,5,2.293,2.772,0.214,0.429,0.643,0.429,1.865
t460,0.217,5,2.302,2.78,0.217,0.433,0.65,0.433,1.868
t461,0.219,5,2.31,2.788,0.219,0.438,0.657,0.438,1.872
t462,0.221,5,2.319,2.797,0.221,0.443,0.664,0.443,1.876
t463,0.224,5,2.327,2.805,0.224,0.447,0.671,0.447,1.88
t464,0.226,5,2.336,2.813,0.226,0.452,0.677,0.452,1.884
t465,0.228,5,2.344,2.821,0.228,0.456,0.684,0.456,1.888
t466,0.23,5,2.352,2.829,0.23,0.461,0.691,0.461,1.892
t467,0.233,5,2.361,2.838,0.233,0.465,0.698,0.465,1.896
t468,0.235,5,2.369,2.846,0.235,0.47,0.705,0.47,1.899
t469,0.237,5,2.378,2.854,0.237,0.474,0.712,0.474,1.903
t470,0.24,5,2.386,2.862,0.24,0.479,0.719,0.479,1.907
t471,0.242,5,2.395,2.87,0.242,0.484,0.725,0.484,1.911
t472,0.244,5,2.403,2.879,0.244,0.488,0.732,0.488,1.915
t473,0.246,5,2.411,2.887,0.246,0.493,0.739,0.493,1.919
t474,0.249,5,2.42,2.895,0.249,0.497,0.746,0.497,1.923
t475,0.251,5,2.428,2.903,0.251,0.502,0.753,0.502,1.927
t476,0.253,5,2.437,2.911,0.253,0.506,0.76,0.506,1.93
t477,0.255,5,2.445,2.92,0.255,0.511,0.766,0.511,1.934
t478,0.258,5,2.454,2.928,0.258,0.516,0.773,0.516,1.938
